#  N   Simpsons     Milne      GSL_QAG_31  
#-----------------------------------------
23101  9.046911e-15  5.230245e-15  7.067899e-16
23105  8.481479e-16  1.781111e-14  7.067899e-16
23109  3.109876e-15  3.958024e-15  7.067899e-16
23113  1.979012e-15  1.399444e-14  7.067899e-16
23117  4.947530e-15  4.382098e-15  7.067899e-16
23121  0.000000e+00  9.046911e-15  7.067899e-16
23125  3.392592e-15  1.116728e-14  7.067899e-16
23129  2.544444e-15  4.240740e-15  7.067899e-16
23133  6.502467e-15  1.060185e-14  7.067899e-16
23137  1.710432e-14  1.484259e-14  7.067899e-16
23141  6.926541e-15  1.413580e-16  7.067899e-16
23145  1.950740e-14  4.240740e-15  7.067899e-16
23149  1.215679e-14  1.583209e-14  7.067899e-16
23153  1.371172e-14  1.272222e-14  7.067899e-16
23157  7.633331e-15  2.968518e-15  7.067899e-16
23161  1.484259e-14  7.350615e-15  7.067899e-16
23165  3.675308e-15  8.764195e-15  7.067899e-16
23169  1.300493e-14  5.795677e-15  7.067899e-16
23173  5.088887e-15  2.685802e-15  7.067899e-16
23177  4.240740e-15  3.675308e-15  7.067899e-16
23181  1.554938e-15  9.046911e-15  7.067899e-16
23185  8.622837e-15  1.102592e-14  7.067899e-16
23189  8.481479e-15  1.243950e-14  7.067899e-16
23193  1.738703e-14  4.806172e-15  7.067899e-16
23197  1.300493e-14  9.470985e-15  7.067899e-16
23201  1.851790e-14  6.361109e-15  7.067899e-16
23205  7.916047e-15  1.031913e-14  7.067899e-16
23209  1.597345e-14  8.057405e-15  7.067899e-16
23213  1.074321e-14  8.905553e-15  7.067899e-16
23217  8.905553e-15  6.502467e-15  7.067899e-16
23221  1.427716e-14  4.240740e-15  7.067899e-16
23225  3.816666e-15  2.544444e-15  7.067899e-16
23229  1.017777e-14  6.078393e-15  7.067899e-16
23233  4.240740e-15  6.361109e-15  7.067899e-16
23237  1.215679e-14  9.895059e-15  7.067899e-16
23241  1.427716e-14  2.968518e-15  7.067899e-16
23245  1.088456e-14  1.229814e-14  7.067899e-16
23249  1.484259e-14  9.895059e-16  7.067899e-16
23253  9.895059e-15  1.569074e-14  7.067899e-16
23257  4.099382e-15  2.827160e-16  7.067899e-16
23261  1.173271e-14  7.067899e-15  7.067899e-16
23265  8.905553e-15  1.922469e-14  7.067899e-16
23269  1.399444e-14  3.533950e-15  7.067899e-16
23273  7.916047e-15  1.639753e-14  7.067899e-16
23277  1.399444e-14  1.243950e-14  7.067899e-16
23281  1.696296e-15  2.827160e-16  7.067899e-16
23285  1.300493e-14  9.895059e-16  7.067899e-16
23289  3.533950e-15  2.120370e-15  7.067899e-16
23293  3.392592e-15  4.523456e-15  7.067899e-16
23297  5.654319e-16  5.512961e-15  7.067899e-16
23301  9.188269e-15  3.675308e-15  7.067899e-16
23305  3.251234e-15  2.233456e-14  7.067899e-16
23309  1.865925e-14  9.612343e-15  7.067899e-16
23313  3.392592e-15  1.554938e-15  7.067899e-16
23317  1.272222e-14  2.968518e-15  7.067899e-16
23321  4.240740e-16  5.088887e-15  7.067899e-16
23325  7.774689e-15  2.714073e-14  7.067899e-16
23329  1.272222e-15  5.654319e-15  7.067899e-16
23333  1.102592e-14  2.120370e-15  7.067899e-16
23337  1.837654e-15  5.230245e-15  7.067899e-16
23341  5.795677e-15  1.300493e-14  7.067899e-16
23345  1.088456e-14  1.130864e-14  7.067899e-16
23349  2.403086e-14  2.813024e-14  7.067899e-16
23353  1.837654e-15  1.964876e-14  7.067899e-16
23357  4.806172e-15  6.078393e-15  7.067899e-16
23361  9.753701e-15  1.413580e-16  7.067899e-16
23365  5.795677e-15  1.413580e-15  7.067899e-16
23369  6.219751e-15  4.099382e-15  7.067899e-16
23373  8.481479e-15  3.251234e-15  7.067899e-16
23377  1.130864e-15  7.916047e-15  7.067899e-16
23381  1.455987e-14  6.502467e-15  7.067899e-16
23385  3.533950e-15  1.300493e-14  7.067899e-16
23389  7.209257e-15  5.230245e-15  7.067899e-16
23393  1.441851e-14  6.785183e-15  7.067899e-16
23397  1.215679e-14  1.413580e-15  7.067899e-16
23401  5.795677e-15  6.643825e-15  7.067899e-16
23405  1.611481e-14  1.371172e-14  7.067899e-16
23409  1.427716e-14  5.230245e-15  7.067899e-16
23413  7.067899e-16  8.622837e-15  7.067899e-16
23417  1.399444e-14  1.017777e-14  7.067899e-16
23421  2.544444e-15  5.654319e-15  7.067899e-16
23425  4.947530e-15  6.502467e-15  7.067899e-16
23429  1.060185e-14  1.229814e-14  7.067899e-16
23433  7.067899e-16  8.481479e-16  7.067899e-16
23437  1.074321e-14  6.785183e-15  7.067899e-16
23441  9.895059e-16  1.017777e-14  7.067899e-16
23445  1.738703e-14  7.491973e-15  7.067899e-16
23449  2.162777e-14  1.060185e-14  7.067899e-16
23453  8.198763e-15  2.827160e-16  7.067899e-16
23457  2.544444e-15  1.272222e-14  7.067899e-16
23461  5.937035e-15  1.258086e-14  7.067899e-16
23465  1.738703e-14  1.413580e-15  7.067899e-16
23469  1.413580e-16  1.696296e-15  7.067899e-16
23473  4.382098e-15  8.481479e-15  7.067899e-16
23477  1.060185e-14  1.286358e-14  7.067899e-16
23481  2.827160e-15  3.392592e-15  7.067899e-16
23485  2.827160e-15  1.258086e-14  7.067899e-16
23489  4.240740e-16  8.481479e-16  7.067899e-16
23493  1.512530e-14  1.215679e-14  7.067899e-16
23497  6.078393e-15  1.243950e-14  7.067899e-16
23501  4.947530e-15  2.544444e-15  7.067899e-16
23505  5.654319e-15  1.413580e-15  7.067899e-16
23509  2.120370e-15  5.512961e-15  7.067899e-16
23513  4.240740e-15  3.958024e-15  7.067899e-16
23517  5.654319e-16  1.243950e-14  7.067899e-16
23521  1.979012e-15  1.611481e-14  7.067899e-16
23525  7.350615e-15  8.764195e-15  7.067899e-16
23529  8.481479e-16  1.243950e-14  7.067899e-16
23533  5.512961e-15  5.088887e-15  7.067899e-16
23537  1.187407e-14  1.173271e-14  7.067899e-16
23541  9.470985e-15  9.470985e-15  7.067899e-16
23545  1.837654e-15  1.031913e-14  7.067899e-16
23549  1.017777e-14  3.533950e-15  7.067899e-16
23553  1.512530e-14  1.668024e-14  7.067899e-16
23557  4.099382e-15  4.382098e-15  7.067899e-16
23561  7.067899e-15  2.827160e-16  7.067899e-16
23565  7.916047e-15  4.099382e-15  7.067899e-16
23569  3.958024e-15  1.583209e-14  7.067899e-16
23573  7.774689e-15  1.399444e-14  7.067899e-16
23577  4.099382e-15  2.120370e-15  7.067899e-16
23581  1.413580e-14  9.046911e-15  7.067899e-16
23585  2.417222e-14  2.332407e-14  7.067899e-16
23589  1.003642e-14  2.685802e-15  7.067899e-16
23593  3.816666e-15  4.947530e-15  7.067899e-16
23597  1.031913e-14  1.668024e-14  7.067899e-16
23601  1.413580e-14  5.371603e-15  7.067899e-16
23605  1.130864e-15  9.046911e-15  7.067899e-16
23609  2.544444e-15  3.533950e-15  7.067899e-16
23613  2.035555e-14  1.159135e-14  7.067899e-16
23617  8.057405e-15  1.088456e-14  7.067899e-16
23621  1.060185e-14  5.654319e-15  7.067899e-16
23625  1.003642e-14  5.937035e-15  7.067899e-16
23629  3.109876e-15  1.554938e-15  7.067899e-16
23633  1.272222e-14  3.392592e-15  7.067899e-16
23637  1.258086e-14  1.583209e-14  7.067899e-16
23641  1.215679e-14  3.237098e-14  7.067899e-16
23645  2.219320e-14  1.173271e-14  7.067899e-16
23649  9.895059e-15  1.441851e-14  7.067899e-16
23653  1.201543e-14  9.895059e-15  7.067899e-16
23657  1.031913e-14  2.685802e-15  7.067899e-16
23661  1.300493e-14  1.837654e-14  7.067899e-16
23665  1.696296e-15  1.357037e-14  7.067899e-16
23669  1.145000e-14  7.067899e-16  7.067899e-16
23673  3.392592e-15  2.261728e-15  7.067899e-16
23677  4.523456e-15  5.795677e-15  7.067899e-16
23681  8.481479e-15  5.937035e-15  7.067899e-16
23685  4.240740e-15  3.251234e-15  7.067899e-16
23689  9.753701e-15  7.350615e-15  7.067899e-16
23693  1.696296e-15  9.895059e-15  7.067899e-16
23697  6.361109e-15  1.258086e-14  7.067899e-16
23701  2.827160e-16  3.533950e-15  7.067899e-16
23705  5.937035e-15  8.622837e-15  7.067899e-16
23709  2.657530e-14  1.922469e-14  7.067899e-16
23713  2.968518e-15  2.261728e-15  7.067899e-16
23717  1.060185e-14  4.240740e-16  7.067899e-16
23721  1.738703e-14  1.130864e-15  7.067899e-16
23725  2.827160e-15  3.392592e-15  7.067899e-16
23729  1.046049e-14  1.215679e-14  7.067899e-16
23733  1.696296e-15  3.533950e-15  7.067899e-16
23737  2.968518e-15  1.413580e-15  7.067899e-16
23741  9.895059e-15  8.198763e-15  7.067899e-16
23745  5.654319e-16  4.240740e-15  7.067899e-16
23749  6.219751e-15  3.675308e-15  7.067899e-16
23753  2.233456e-14  5.654319e-16  7.067899e-16
23757  1.145000e-14  1.314629e-14  7.067899e-16
23761  6.926541e-15  5.795677e-15  7.067899e-16
23765  9.329627e-15  4.240740e-15  7.067899e-16
23769  7.067899e-16  1.554938e-15  7.067899e-16
23773  1.187407e-14  8.622837e-15  7.067899e-16
23777  1.484259e-14  9.046911e-15  7.067899e-16
23781  2.035555e-14  7.774689e-15  7.067899e-16
23785  4.806172e-15  2.120370e-15  7.067899e-16
23789  8.057405e-15  1.074321e-14  7.067899e-16
23793  1.979012e-15  4.240740e-15  7.067899e-16
23797  4.523456e-15  6.502467e-15  7.067899e-16
23801  1.060185e-14  1.470123e-14  7.067899e-16
23805  1.031913e-14  1.427716e-14  7.067899e-16
23809  2.544444e-15  7.633331e-15  7.067899e-16
23813  5.230245e-15  9.046911e-15  7.067899e-16
23817  1.003642e-14  6.361109e-15  7.067899e-16
23821  3.109876e-15  1.003642e-14  7.067899e-16
23825  1.554938e-15  5.654319e-16  7.067899e-16
23829  4.240740e-16  1.908333e-14  7.067899e-16
23833  1.413580e-16  4.099382e-15  7.067899e-16
23837  4.947530e-15  1.371172e-14  7.067899e-16
23841  3.533950e-15  4.240740e-16  7.067899e-16
23845  6.219751e-15  2.685802e-15  7.067899e-16
23849  6.361109e-15  1.413580e-16  7.067899e-16
23853  1.837654e-15  1.696296e-15  7.067899e-16
23857  1.710432e-14  2.544444e-15  7.067899e-16
23861  1.837654e-14  1.159135e-14  7.067899e-16
23865  4.240740e-16  1.752839e-14  7.067899e-16
23869  2.120370e-14  1.738703e-14  7.067899e-16
23873  1.837654e-15  1.088456e-14  7.067899e-16
23877  3.392592e-15  2.261728e-14  7.067899e-16
23881  2.403086e-15  1.342901e-14  7.067899e-16
23885  1.908333e-14  1.399444e-14  7.067899e-16
23889  3.251234e-15  9.046911e-15  7.067899e-16
23893  2.374814e-14  2.106234e-14  7.067899e-16
23897  6.078393e-15  2.120370e-15  7.067899e-16
23901  2.403086e-15  5.088887e-15  7.067899e-16
23905  1.540802e-14  5.371603e-15  7.067899e-16
23909  4.806172e-15  8.622837e-15  7.067899e-16
23913  2.120370e-15  1.003642e-14  7.067899e-16
23917  6.502467e-15  1.272222e-15  7.067899e-16
23921  6.785183e-15  9.612343e-15  7.067899e-16
23925  7.774689e-15  1.272222e-15  7.067899e-16
23929  1.526666e-14  1.413580e-14  7.067899e-16
23933  1.413580e-16  3.392592e-15  7.067899e-16
23937  2.558580e-14  5.230245e-15  7.067899e-16
23941  6.219751e-15  5.654319e-15  7.067899e-16
23945  1.314629e-14  8.057405e-15  7.067899e-16
23949  1.851790e-14  1.187407e-14  7.067899e-16
23953  1.314629e-14  0.000000e+00  7.067899e-16
23957  5.088887e-15  1.130864e-14  7.067899e-16
23961  3.816666e-15  1.371172e-14  7.067899e-16
23965  3.109876e-15  5.230245e-15  7.067899e-16
23969  5.795677e-15  2.261728e-15  7.067899e-16
23973  3.816666e-15  1.554938e-15  7.067899e-16
23977  5.795677e-15  8.198763e-15  7.067899e-16
23981  6.078393e-15  4.523456e-15  7.067899e-16
23985  2.685802e-15  1.272222e-15  7.067899e-16
23989  9.329627e-15  5.654319e-16  7.067899e-16
23993  4.523456e-15  2.827160e-15  7.067899e-16
23997  1.554938e-15  1.003642e-14  7.067899e-16
24001  2.007283e-14  1.993148e-14  7.067899e-16
24005  3.392592e-15  3.958024e-15  7.067899e-16
24009  1.540802e-14  1.455987e-14  7.067899e-16
24013  2.120370e-15  5.654319e-16  7.067899e-16
24017  1.187407e-14  1.554938e-15  7.067899e-16
24021  2.685802e-15  7.067899e-16  7.067899e-16
24025  5.937035e-15  9.612343e-15  7.067899e-16
24029  1.554938e-15  1.950740e-14  7.067899e-16
24033  1.413580e-16  3.958024e-15  7.067899e-16
24037  5.230245e-15  1.413580e-16  7.067899e-16
24041  1.484259e-14  1.540802e-14  7.067899e-16
24045  4.806172e-15  4.382098e-15  7.067899e-16
24049  1.046049e-14  8.481479e-15  7.067899e-16
24053  8.764195e-15  7.209257e-15  7.067899e-16
24057  1.046049e-14  9.188269e-15  7.067899e-16
24061  2.261728e-15  4.806172e-15  7.067899e-16
24065  9.329627e-15  7.067899e-16  7.067899e-16
24069  2.120370e-15  1.130864e-15  7.067899e-16
24073  7.067899e-16  8.622837e-15  7.067899e-16
24077  1.979012e-15  1.300493e-14  7.067899e-16
24081  1.116728e-14  4.523456e-15  7.067899e-16
24085  9.188269e-15  1.272222e-15  7.067899e-16
24089  5.371603e-15  4.664814e-15  7.067899e-16
24093  2.403086e-15  1.243950e-14  7.067899e-16
24097  3.958024e-15  3.109876e-15  7.067899e-16
24101  3.109876e-15  8.057405e-15  7.067899e-16
24105  8.481479e-16  5.654319e-15  7.067899e-16
24109  7.491973e-15  7.633331e-15  7.067899e-16
24113  1.116728e-14  5.654319e-15  7.067899e-16
24117  3.109876e-15  1.554938e-14  7.067899e-16
24121  8.481479e-16  7.209257e-15  7.067899e-16
24125  1.159135e-14  1.130864e-15  7.067899e-16
24129  2.827160e-16  5.937035e-15  7.067899e-16
24133  7.067899e-15  9.895059e-15  7.067899e-16
24137  1.696296e-15  7.633331e-15  7.067899e-16
24141  8.764195e-15  8.057405e-15  7.067899e-16
24145  5.654319e-16  2.544444e-15  7.067899e-16
24149  3.251234e-15  1.300493e-14  7.067899e-16
24153  1.653888e-14  1.357037e-14  7.067899e-16
24157  1.399444e-14  1.455987e-14  7.067899e-16
24161  1.046049e-14  1.964876e-14  7.067899e-16
24165  7.350615e-15  4.240740e-15  7.067899e-16
24169  0.000000e+00  1.837654e-15  7.067899e-16
24173  2.544444e-15  1.554938e-15  7.067899e-16
24177  1.936604e-14  7.209257e-15  7.067899e-16
24181  5.230245e-15  8.622837e-15  7.067899e-16
24185  4.099382e-15  1.413580e-15  7.067899e-16
24189  2.403086e-15  9.470985e-15  7.067899e-16
24193  2.544444e-15  7.067899e-16  7.067899e-16
24197  5.654319e-15  2.219320e-14  7.067899e-16
24201  0.000000e+00  1.003642e-14  7.067899e-16
24205  1.286358e-14  9.895059e-15  7.067899e-16
24209  7.633331e-15  1.187407e-14  7.067899e-16
24213  5.654319e-15  5.654319e-15  7.067899e-16
24217  5.795677e-15  1.470123e-14  7.067899e-16
24221  6.643825e-15  1.837654e-15  7.067899e-16
24225  7.067899e-16  2.261728e-15  7.067899e-16
24229  9.612343e-15  7.067899e-16  7.067899e-16
24233  4.240740e-16  7.774689e-15  7.067899e-16
24237  6.219751e-15  2.403086e-15  7.067899e-16
24241  1.003642e-14  6.926541e-15  7.067899e-16
24245  1.046049e-14  6.643825e-15  7.067899e-16
24249  2.021419e-14  1.328765e-14  7.067899e-16
24253  9.895059e-16  6.785183e-15  7.067899e-16
24257  7.633331e-15  1.243950e-14  7.067899e-16
24261  5.088887e-15  1.455987e-14  7.067899e-16
24265  5.371603e-15  8.340121e-15  7.067899e-16
24269  3.392592e-15  7.491973e-15  7.067899e-16
24273  3.109876e-15  1.145000e-14  7.067899e-16
24277  7.067899e-15  1.540802e-14  7.067899e-16
24281  1.455987e-14  5.088887e-15  7.067899e-16
24285  1.413580e-15  5.654319e-15  7.067899e-16
24289  1.668024e-14  2.968518e-15  7.067899e-16
24293  8.764195e-15  2.403086e-15  7.067899e-16
24297  7.491973e-15  8.481479e-15  7.067899e-16
24301  4.806172e-15  2.827160e-16  7.067899e-16
24305  4.382098e-15  3.109876e-15  7.067899e-16
24309  2.827160e-15  7.916047e-15  7.067899e-16
24313  3.675308e-15  1.159135e-14  7.067899e-16
24317  2.827160e-15  1.130864e-14  7.067899e-16
24321  6.078393e-15  5.512961e-15  7.067899e-16
24325  1.979012e-15  3.675308e-15  7.067899e-16
24329  2.162777e-14  2.148641e-14  7.067899e-16
24333  1.526666e-14  4.664814e-15  7.067899e-16
24337  2.600987e-14  1.569074e-14  7.067899e-16
24341  3.533950e-15  1.554938e-15  7.067899e-16
24345  3.109876e-15  1.145000e-14  7.067899e-16
24349  2.403086e-15  1.682160e-14  7.067899e-16
24353  1.696296e-15  2.685802e-15  7.067899e-16
24357  1.130864e-15  5.088887e-15  7.067899e-16
24361  3.251234e-15  2.685802e-15  7.067899e-16
24365  6.643825e-15  1.738703e-14  7.067899e-16
24369  1.823518e-14  6.078393e-15  7.067899e-16
24373  1.710432e-14  4.099382e-15  7.067899e-16
24377  3.958024e-15  1.272222e-15  7.067899e-16
24381  4.240740e-15  1.823518e-14  7.067899e-16
24385  1.385308e-14  4.806172e-15  7.067899e-16
24389  1.272222e-15  0.000000e+00  7.067899e-16
24393  1.215679e-14  4.099382e-15  7.067899e-16
24397  1.229814e-14  1.597345e-14  7.067899e-16
24401  1.540802e-14  8.481479e-16  7.067899e-16
24405  1.342901e-14  2.685802e-15  7.067899e-16
24409  4.240740e-15  2.827160e-15  7.067899e-16
24413  7.067899e-16  2.827160e-15  7.067899e-16
24417  8.340121e-15  1.074321e-14  7.067899e-16
24421  6.643825e-15  3.816666e-15  7.067899e-16
24425  8.057405e-15  4.240740e-16  7.067899e-16
24429  5.795677e-15  7.350615e-15  7.067899e-16
24433  1.540802e-14  9.753701e-15  7.067899e-16
24437  1.413580e-16  1.696296e-14  7.067899e-16
24441  9.046911e-15  9.612343e-15  7.067899e-16
24445  2.473765e-14  1.724567e-14  7.067899e-16
24449  9.895059e-16  1.611481e-14  7.067899e-16
24453  7.916047e-15  3.392592e-15  7.067899e-16
24457  4.947530e-15  1.668024e-14  7.067899e-16
24461  8.198763e-15  9.753701e-15  7.067899e-16
24465  4.947530e-15  4.523456e-15  7.067899e-16
24469  4.806172e-15  9.895059e-15  7.067899e-16
24473  3.251234e-15  2.403086e-15  7.067899e-16
24477  7.491973e-15  5.654319e-15  7.067899e-16
24481  1.187407e-14  8.481479e-15  7.067899e-16
24485  1.413580e-15  6.785183e-15  7.067899e-16
24489  1.272222e-14  7.209257e-15  7.067899e-16
24493  5.937035e-15  2.827160e-16  7.067899e-16
24497  1.696296e-15  4.099382e-15  7.067899e-16
24501  4.240740e-16  1.286358e-14  7.067899e-16
24505  2.827160e-16  1.187407e-14  7.067899e-16
24509  3.109876e-15  7.774689e-15  7.067899e-16
24513  3.816666e-15  1.752839e-14  7.067899e-16
24517  6.643825e-15  1.554938e-15  7.067899e-16
24521  1.173271e-14  1.159135e-14  7.067899e-16
24525  4.664814e-15  1.653888e-14  7.067899e-16
24529  1.342901e-14  6.361109e-15  7.067899e-16
24533  9.329627e-15  5.088887e-15  7.067899e-16
24537  4.382098e-15  1.413580e-15  7.067899e-16
24541  8.198763e-15  8.905553e-15  7.067899e-16
24545  6.643825e-15  2.431357e-14  7.067899e-16
24549  4.806172e-15  9.753701e-15  7.067899e-16
24553  2.643394e-14  5.230245e-15  7.067899e-16
24557  1.413580e-15  1.696296e-15  7.067899e-16
24561  1.060185e-14  1.837654e-14  7.067899e-16
24565  2.685802e-15  2.827160e-16  7.067899e-16
24569  1.837654e-15  1.116728e-14  7.067899e-16
24573  7.350615e-15  2.120370e-15  7.067899e-16
24577  4.523456e-15  1.357037e-14  7.067899e-16
24581  1.540802e-14  6.785183e-15  7.067899e-16
24585  9.188269e-15  5.795677e-15  7.067899e-16
24589  1.696296e-15  5.371603e-15  7.067899e-16
24593  1.229814e-14  1.979012e-15  7.067899e-16
24597  4.240740e-15  2.827160e-15  7.067899e-16
24601  1.116728e-14  1.102592e-14  7.067899e-16
24605  6.926541e-15  7.916047e-15  7.067899e-16
24609  9.046911e-15  1.173271e-14  7.067899e-16
24613  4.240740e-15  1.215679e-14  7.067899e-16
24617  1.710432e-14  2.968518e-15  7.067899e-16
24621  4.099382e-15  2.827160e-15  7.067899e-16
24625  1.724567e-14  9.895059e-16  7.067899e-16
24629  6.643825e-15  6.643825e-15  7.067899e-16
24633  4.947530e-15  2.544444e-15  7.067899e-16
24637  1.696296e-15  4.240740e-15  7.067899e-16
24641  4.664814e-15  2.035555e-14  7.067899e-16
24645  7.633331e-15  4.523456e-15  7.067899e-16
24649  4.806172e-15  8.340121e-15  7.067899e-16
24653  5.512961e-15  6.785183e-15  7.067899e-16
24657  7.774689e-15  2.120370e-15  7.067899e-16
24661  1.526666e-14  6.643825e-15  7.067899e-16
24665  4.240740e-15  6.785183e-15  7.067899e-16
24669  2.968518e-15  1.936604e-14  7.067899e-16
24673  2.120370e-15  4.240740e-15  7.067899e-16
24677  8.481479e-15  9.895059e-15  7.067899e-16
24681  3.816666e-15  6.643825e-15  7.067899e-16
24685  6.502467e-15  6.643825e-15  7.067899e-16
24689  4.240740e-15  1.413580e-14  7.067899e-16
24693  1.738703e-14  2.968518e-15  7.067899e-16
24697  8.481479e-16  3.816666e-15  7.067899e-16
24701  1.173271e-14  1.159135e-14  7.067899e-16
24705  1.399444e-14  4.382098e-15  7.067899e-16
24709  1.413580e-16  5.230245e-15  7.067899e-16
24713  2.233456e-14  7.350615e-15  7.067899e-16
24717  8.622837e-15  1.300493e-14  7.067899e-16
24721  2.827160e-15  1.272222e-15  7.067899e-16
24725  8.198763e-15  3.533950e-15  7.067899e-16
24729  1.597345e-14  1.272222e-15  7.067899e-16
24733  4.240740e-15  4.382098e-15  7.067899e-16
24737  5.795677e-15  8.198763e-15  7.067899e-16
24741  1.046049e-14  1.173271e-14  7.067899e-16
24745  3.958024e-15  0.000000e+00  7.067899e-16
24749  4.947530e-15  6.219751e-15  7.067899e-16
24753  1.003642e-14  2.388950e-14  7.067899e-16
24757  1.922469e-14  2.134506e-14  7.067899e-16
24761  1.046049e-14  7.774689e-15  7.067899e-16
24765  3.279505e-14  1.385308e-14  7.067899e-16
24769  1.272222e-14  5.371603e-15  7.067899e-16
24773  6.643825e-15  1.441851e-14  7.067899e-16
24777  1.116728e-14  1.385308e-14  7.067899e-16
24781  7.916047e-15  1.837654e-14  7.067899e-16
24785  1.272222e-14  2.261728e-14  7.067899e-16
24789  1.554938e-15  1.159135e-14  7.067899e-16
24793  1.512530e-14  1.102592e-14  7.067899e-16
24797  1.894197e-14  1.979012e-15  7.067899e-16
24801  1.159135e-14  5.795677e-15  7.067899e-16
24805  3.958024e-15  8.481479e-16  7.067899e-16
24809  1.116728e-14  1.074321e-14  7.067899e-16
24813  2.827160e-16  1.979012e-14  7.067899e-16
24817  8.622837e-15  4.382098e-15  7.067899e-16
24821  6.643825e-15  2.261728e-15  7.067899e-16
24825  1.427716e-14  8.481479e-16  7.067899e-16
24829  6.785183e-15  2.827160e-16  7.067899e-16
24833  4.099382e-15  1.215679e-14  7.067899e-16
24837  1.413580e-16  1.286358e-14  7.067899e-16
24841  7.774689e-15  1.328765e-14  7.067899e-16
24845  6.361109e-15  2.827160e-15  7.067899e-16
24849  1.413580e-14  9.188269e-15  7.067899e-16
24853  5.654319e-15  4.240740e-16  7.067899e-16
24857  6.643825e-15  3.109876e-15  7.067899e-16
24861  1.597345e-14  4.806172e-15  7.067899e-16
24865  1.003642e-14  8.340121e-15  7.067899e-16
24869  5.937035e-15  9.470985e-15  7.067899e-16
24873  9.753701e-15  6.502467e-15  7.067899e-16
24877  1.201543e-14  7.209257e-15  7.067899e-16
24881  3.251234e-15  1.187407e-14  7.067899e-16
24885  4.099382e-15  5.795677e-15  7.067899e-16
24889  2.615123e-14  1.484259e-14  7.067899e-16
24893  5.937035e-15  1.300493e-14  7.067899e-16
24897  4.240740e-15  9.612343e-15  7.067899e-16
24901  4.523456e-15  2.261728e-15  7.067899e-16
24905  2.134506e-14  3.675308e-15  7.067899e-16
24909  2.388950e-14  1.554938e-14  7.067899e-16
24913  6.643825e-15  1.554938e-15  7.067899e-16
24917  9.470985e-15  5.654319e-16  7.067899e-16
24921  6.926541e-15  3.675308e-15  7.067899e-16
24925  2.685802e-15  1.950740e-14  7.067899e-16
24929  1.880061e-14  3.816666e-15  7.067899e-16
24933  1.696296e-15  2.403086e-14  7.067899e-16
24937  9.753701e-15  4.099382e-15  7.067899e-16
24941  1.272222e-14  1.837654e-14  7.067899e-16
24945  2.120370e-15  3.533950e-15  7.067899e-16
24949  6.361109e-15  1.554938e-15  7.067899e-16
24953  7.067899e-16  2.798888e-14  7.067899e-16
24957  2.827160e-16  4.240740e-16  7.067899e-16
24961  5.937035e-15  1.837654e-14  7.067899e-16
24965  1.116728e-14  2.134506e-14  7.067899e-16
24969  9.895059e-15  4.382098e-15  7.067899e-16
24973  9.612343e-15  7.633331e-15  7.067899e-16
24977  8.905553e-15  1.413580e-16  7.067899e-16
24981  4.099382e-15  9.753701e-15  7.067899e-16
24985  1.258086e-14  1.357037e-14  7.067899e-16
24989  3.958024e-15  2.827160e-15  7.067899e-16
24993  7.209257e-15  3.533950e-15  7.067899e-16
24997  4.664814e-15  5.371603e-15  7.067899e-16
25001  5.937035e-15  6.361109e-15  7.067899e-16
25005  3.816666e-15  1.173271e-14  7.067899e-16
25009  5.230245e-15  6.219751e-15  7.067899e-16
25013  3.392592e-15  7.916047e-15  7.067899e-16
25017  1.979012e-15  1.116728e-14  7.067899e-16
25021  4.240740e-15  5.654319e-15  7.067899e-16
25025  1.413580e-16  1.554938e-14  7.067899e-16
25029  1.540802e-14  2.699938e-14  7.067899e-16
25033  6.643825e-15  4.806172e-15  7.067899e-16
25037  9.329627e-15  3.958024e-15  7.067899e-16
25041  2.162777e-14  8.481479e-15  7.067899e-16
25045  2.827160e-16  2.544444e-15  7.067899e-16
25049  2.077962e-14  1.922469e-14  7.067899e-16
25053  3.816666e-15  5.654319e-15  7.067899e-16
25057  1.074321e-14  5.654319e-16  7.067899e-16
25061  6.502467e-15  2.685802e-15  7.067899e-16
25065  1.554938e-15  7.209257e-15  7.067899e-16
25069  1.865925e-14  1.455987e-14  7.067899e-16
25073  3.251234e-15  2.261728e-15  7.067899e-16
25077  3.533950e-15  5.654319e-15  7.067899e-16
25081  1.837654e-14  5.654319e-15  7.067899e-16
25085  6.785183e-15  6.361109e-15  7.067899e-16
25089  1.696296e-15  1.357037e-14  7.067899e-16
25093  1.484259e-14  6.926541e-15  7.067899e-16
25097  5.230245e-15  8.764195e-15  7.067899e-16
25101  1.837654e-15  1.427716e-14  7.067899e-16
25105  1.554938e-15  1.979012e-15  7.067899e-16
25109  1.272222e-15  1.229814e-14  7.067899e-16
25113  1.554938e-15  1.979012e-15  7.067899e-16
25117  2.813024e-14  3.392592e-15  7.067899e-16
25121  1.116728e-14  7.491973e-15  7.067899e-16
25125  2.544444e-15  1.088456e-14  7.067899e-16
25129  6.926541e-15  4.099382e-15  7.067899e-16
25133  6.643825e-15  1.272222e-14  7.067899e-16
25137  9.895059e-16  2.827160e-16  7.067899e-16
25141  1.696296e-14  1.781111e-14  7.067899e-16
25145  8.481479e-15  1.427716e-14  7.067899e-16
25149  1.979012e-15  4.099382e-15  7.067899e-16
25153  1.074321e-14  1.526666e-14  7.067899e-16
25157  1.696296e-14  2.827160e-16  7.067899e-16
25161  1.851790e-14  1.484259e-14  7.067899e-16
25165  8.481479e-16  2.544444e-15  7.067899e-16
