# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=20, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t))                TE 
4.4600  3.225335412169410e-06  -7.161657833523700e-06  2.564467146223568e-11    2.053428147408088e-10  5.000000000000000e-01
4.4700  3.154508082367004e-06  -7.004390127537802e-06  2.453074052937451e-11    1.964233121643220e-10  5.000000000000000e-01
4.4800  3.085236097980152e-06  -6.850575969867254e-06  2.346519555946133e-11    1.878912471824370e-10  5.000000000000000e-01
4.4900  3.017485304123042e-06  -6.700139521700189e-06  2.244593480512442e-11    1.797297906179187e-10  5.000000000000000e-01
4.5000  2.951222295940187e-06  -6.553006609620699e-06  2.147094781286629e-11    1.719228443046939e-10  5.000000000000000e-01
4.5100  2.886414402135997e-06  -6.409104689037262e-06  2.053831145751971e-11    1.644550093348253e-10  5.000000000000000e-01
4.5200  2.823029668866042e-06  -6.268362808414292e-06  1.964618614895575e-11    1.573115556847444e-10  5.000000000000000e-01
4.5300  2.761036843982052e-06  -6.130711574289135e-06  1.879281220356138e-11    1.504783931608338e-10  5.000000000000000e-01
4.5400  2.700405361622896e-06  -5.996083117057292e-06  1.797650637332975e-11    1.439420436070507e-10  5.000000000000000e-01
4.5500  2.641105327143939e-06  -5.864411057508979e-06  1.719565852571679e-11    1.376896143197711e-10  5.000000000000000e-01
4.5600  2.583107502377338e-06  -5.735630474100545e-06  1.644872846771542e-11    1.317087726174166e-10  5.000000000000000e-01
4.5700  2.526383291216029e-06  -5.609677870944583e-06  1.573424290788267e-11    1.259877215147043e-10  5.000000000000000e-01
4.5800  2.470904725514271e-06  -5.486491146502983e-06  1.505079255032781e-11    1.205151764535365e-10  5.000000000000000e-01
4.5900  2.416644451297827e-06  -5.366009562967468e-06  1.439702931492916e-11    1.152803430446349e-10  5.000000000000000e-01
4.6000  2.363575715276945e-06  -5.248173716312524e-06  1.377166367829680e-11    1.102728957760135e-10  5.000000000000000e-01
4.6100  2.311672351655523e-06  -5.132925507005956e-06  1.317346213023618e-11    1.054829576462946e-10  5.000000000000000e-01
4.6200  2.260908769229941e-06  -5.020208111362642e-06  1.260124474069563e-11    1.009010806826951e-10  5.000000000000000e-01
4.6300  2.211259938771192e-06  -4.909965953527332e-06  1.205388283239878e-11    9.651822730525609e-11  5.000000000000000e-01
4.6400  2.162701380684097e-06  -4.802144678072711e-06  1.153029675457103e-11    9.232575250055538e-11  5.000000000000000e-01
4.6500  2.115209152937526e-06  -4.696691123199189e-06  1.102945375336903e-11    8.831538676974452e-11  5.000000000000000e-01
4.6600  2.068759839259664e-06  -4.593553294523221e-06  1.055036593481257e-11    8.447921981727299e-11  5.000000000000000e-01
4.6700  2.023330537592504e-06  -4.492680339441229e-06  1.009208831620088e-11    8.080968494812804e-11  5.000000000000000e-01
4.6800  1.978898848799879e-06  -4.394022522056475e-06  9.653716962169772e-12    7.729954414281324e-11  5.000000000000000e-01
4.6900  1.935442865623458e-06  -4.297531198656544e-06  9.234387201713174e-12    7.394187378062719e-11  5.000000000000000e-01
4.7000  1.892941161881267e-06  -4.203158793729318e-06  8.833271922652047e-12    7.073005098308234e-11  5.000000000000000e-01
4.7100  1.851372781903404e-06  -4.110858776505649e-06  8.449579940186763e-12    6.765774055052614e-11  5.000000000000000e-01
4.7200  1.810717230199754e-06  -4.020585638017134e-06  8.082554436314821e-12    6.471888246619813e-11  5.000000000000000e-01
4.7300  1.770954461354577e-06  -3.932294868657702e-06  7.731471467035846e-12    6.190767994307485e-11  5.000000000000000e-01
4.7400  1.732064870143027e-06  -3.845942936237938e-06  7.395638534399247e-12    5.921858798992534e-11  5.000000000000000e-01
4.7500  1.694029281864701e-06  -3.761487264521322e-06  7.074393220578049e-12    5.664630247402471e-11  5.000000000000000e-01
4.7600  1.656828942889456e-06  -3.678886212231817e-06  6.767101881274682e-12    5.418574965895170e-11  5.000000000000000e-01
4.7700  1.620445511410845e-06  -3.598099052522432e-06  6.473158395881413e-12    5.183207619683450e-11  5.000000000000000e-01
4.7800  1.584861048402601e-06  -3.519085952894659e-06  6.191982971930255e-12    4.958063955530469e-11  5.000000000000000e-01
4.7900  1.550058008773710e-06  -3.441807955558860e-06  5.923021001474132e-12    4.742699886027667e-11  5.000000000000000e-01
4.8000  1.516019232717724e-06  -3.366226958225952e-06  5.665741967143573e-12    4.536690613649067e-11  5.000000000000000e-01
4.8100  1.482727937252033e-06  -3.292305695320878e-06  5.419638395721146e-12    4.339629792854132e-11  5.000000000000000e-01
4.8200  1.450167707942935e-06  -3.220007719608645e-06  5.184224857169632e-12    4.151128728586462e-11  5.000000000000000e-01
4.8300  1.418322490812421e-06  -3.149297384223832e-06  4.959037007139535e-12    3.970815609587434e-11  5.000000000000000e-01
4.8400  1.387176584422681e-06  -3.080139825094736e-06  4.743630671067315e-12    3.798334775012459e-11  5.000000000000000e-01
4.8500  1.356714632134440e-06  -3.012500943753471e-06  4.537580968057776e-12    3.633346012903367e-11  5.000000000000000e-01
4.8600  1.326921614535287e-06  -2.946347390523554e-06  4.340481472822477e-12    3.475523889133096e-11  5.000000000000000e-01
4.8700  1.297782842034284e-06  -2.881646548076688e-06  4.151943414021147e-12    3.324557105499135e-11  5.000000000000000e-01
4.8800  1.269283947619195e-06  -2.818366515350631e-06  3.971594907424830e-12    3.180147885699520e-11  5.000000000000000e-01
4.8900  1.241410879772755e-06  -2.756476091820221e-06  3.799080222388240e-12    3.042011387980281e-11  5.000000000000000e-01
4.9000  1.214149895544507e-06  -2.695944762113808e-06  3.634059080184438e-12    2.909875143295797e-11  5.000000000000000e-01
4.9100  1.187487553774773e-06  -2.636742680967504e-06  3.476205982817850e-12    2.783478517873852e-11  5.000000000000000e-01
4.9200  1.161410708467423e-06  -2.578840658509830e-06  3.325209570991707e-12    2.662572199125327e-11  5.000000000000000e-01
4.9300  1.135906502308183e-06  -2.522210145869511e-06  3.180772009963549e-12    2.546917703884493e-11  5.000000000000000e-01
4.9400  1.110962360325268e-06  -2.466823221099316e-06  3.042608402077401e-12    2.436286908009935e-11  5.000000000000000e-01
4.9500  1.086565983689235e-06  -2.412652575409008e-06  2.910446224813859e-12    2.330461596418269e-11  5.000000000000000e-01
4.9600  1.062705343648989e-06  -2.359671499700612e-06  2.784024793249669e-12    2.229233032663098e-11  5.000000000000000e-01
4.9700  1.039368675600943e-06  -2.307853871399368e-06  2.663094745866526e-12    2.132401547210218e-11  5.000000000000000e-01
4.9800  1.016544473288427e-06  -2.257174141573869e-06  2.547417552694866e-12    2.039776143596979e-11  5.000000000000000e-01
4.9900  9.942214831284717e-07  -2.207607322339034e-06  2.436765044822459e-12    1.951174121698942e-11  5.000000000000000e-01
5.0000  9.723886986631769e-07  -2.159128974535714e-06  2.330918964339822e-12    1.866420717360760e-11  5.000000000000000e-01
5.0100  9.510353551329223e-07  -2.111715195680847e-06  2.229670533834700e-12    1.785348757680453e-11  5.000000000000000e-01
5.0200  9.301509241687515e-07  -2.065342608182223e-06  2.132820044586473e-12    1.707798331267146e-11  5.000000000000000e-01
5.0300  9.097251086013094e-07  -2.019988347812046e-06  2.040176462648220e-12    1.633616472821871e-11  5.000000000000000e-01
5.0400  8.897478373837725e-07  -1.975630052433622e-06  1.951557052039438e-12    1.562656861419260e-11  5.000000000000000e-01
5.0500  8.702092606262717e-07  -1.932245850975597e-06  1.866787014306204e-12    1.494779531895034e-11  5.000000000000000e-01
5.0600  8.510997447393556e-07  -1.889814352648319e-06  1.785699143737792e-12    1.429850598769975e-11  5.000000000000000e-01
5.0700  8.324098676841033e-07  -1.848314636397006e-06  1.708133497559698e-12    1.367741992165853e-11  5.000000000000000e-01
5.0800  8.141304143265428e-07  -1.807726240586521e-06  1.633937080452538e-12    1.308331205192414e-11  5.000000000000000e-01
5.0900  7.962523718940847e-07  -1.768029152912664e-06  1.562963542774536e-12    1.251501052307144e-11  5.000000000000000e-01
5.1000  7.787669255317305e-07  -1.729203800535007e-06  1.495072891892356e-12    1.197139438171195e-11  5.000000000000000e-01
5.1100  7.616654539558669e-07  -1.691231040426412e-06  1.430131216050902e-12    1.145139136545546e-11  5.000000000000000e-01
5.1200  7.449395252035002e-07  -1.654092149934469e-06  1.368010420237416e-12    1.095397578791278e-11  5.000000000000000e-01
5.1300  7.285808924748357e-07  -1.617768817550200e-06  1.308587973518887e-12    1.047816651556796e-11  5.000000000000000e-01
5.1400  7.125814900671536e-07  -1.582243133879489e-06  1.251746667354393e-12    1.002302503252930e-11  5.000000000000000e-01
5.1500  6.969334293979753e-07  -1.547497582812756e-06  1.197374384405662e-12    9.587653589342056e-12  5.000000000000000e-01
5.1600  6.816289951155606e-07  -1.513515032888567e-06  1.145363877389840e-12    9.171193432211445e-12  5.000000000000000e-01
5.1700  6.666606412948152e-07  -1.480278728846875e-06  1.095612557538260e-12    8.772823109143057e-12  5.000000000000000e-01
5.1800  6.520209877167363e-07  -1.447772283367766e-06  1.048022292243958e-12    8.391756849659703e-12  5.000000000000000e-01
5.1900  6.377028162295601e-07  -1.415979668991608e-06  1.002499211498792e-12    8.027243014898699e-12  5.000000000000000e-01
5.2000  6.236990671898178e-07  -1.384885210216633e-06  9.589535227383835e-13    7.678562615032504e-12  5.000000000000000e-01
5.2100  6.100028359815437e-07  -1.354473575770058e-06  9.172993337296643e-13    7.345027891088315e-12  5.000000000000000e-01
5.2200  5.966073696119214e-07  -1.324729771048929e-06  8.774544831516744e-13    7.025980958369372e-12  5.000000000000000e-01
5.2300  5.835060633816875e-07  -1.295639130726955e-06  8.393403785354496e-13    6.720792508802123e-12  5.000000000000000e-01
5.2400  5.706924576286535e-07  -1.267187311523700e-06  8.028818412433312e-13    6.428860569649734e-12  5.000000000000000e-01
5.2500  5.581602345427381e-07  -1.239360285132561e-06  7.680069581819318e-13    6.149609316143520e-12  5.000000000000000e-01
5.2600  5.459032150509403e-07  -1.212144331304043e-06  7.346469399562626e-13    5.882487935690231e-12  5.000000000000000e-01
5.2700  5.339153557707174e-07  -1.185526031080923e-06  7.027359851852423e-13    5.626969541414931e-12  5.000000000000000e-01
5.2800  5.221907460302669e-07  -1.159492260181968e-06  6.722111507109438e-13    5.382550132896475e-12  5.000000000000000e-01
5.2900  5.107236049542405e-07  -1.134030182530947e-06  6.430122274455862e-13    5.148747602045617e-12  5.000000000000000e-01
5.3000  4.995082786134565e-07  -1.109127243927741e-06  6.150816216113728e-13    4.925100782164957e-12  5.000000000000000e-01
5.3100  4.885392372372014e-07  -1.084771165858432e-06  5.883642411389308e-13    4.711168538314950e-12  5.000000000000000e-01
5.3200  4.778110724867512e-07  -1.060949939441326e-06  5.628073870002772e-13    4.506528897191864e-12  5.000000000000000e-01
5.3300  4.673184947887631e-07  -1.037651819505915e-06  5.383606492619683e-13    4.310778214801289e-12  5.000000000000000e-01
5.3400  4.570563307272261e-07  -1.014865318801860e-06  5.149758076534010e-13    4.123530380285548e-12  5.000000000000000e-01
5.3500  4.470195204926835e-07  -9.925792023351531e-07  4.926067364541444e-13    3.944416054334560e-12  5.000000000000000e-01
5.3600  4.372031153874691e-07  -9.707824818286451e-07  4.712093135126918e-13    3.773081940677934e-12  5.000000000000000e-01
5.3700  4.276022753857281e-07  -9.494644103042241e-07  4.507413332171740e-13    3.609190089221372e-12  5.000000000000000e-01
5.3800  4.182122667470193e-07  -9.286144767839668e-07  4.311624232463802e-13    3.452417229452819e-12  5.000000000000000e-01
5.3900  4.090284596823211e-07  -9.082224011076490e-07  4.124339649368716e-13    3.302454132803536e-12  5.000000000000000e-01
5.4000  4.000463260712919e-07  -8.882781288640635e-07  3.945190171091209e-13    3.159005002706378e-12  5.000000000000000e-01
5.4100  3.912614372296585e-07  -8.687718264336437e-07  3.773822432024246e-13    3.021786891148203e-12  5.000000000000000e-01
5.4200  3.826694617256322e-07  -8.496938761399513e-07  3.609898415748675e-13    2.890529140565543e-12  5.000000000000000e-01
5.4300  3.742661632442751e-07  -8.310348715076332e-07  3.453094788308542e-13    2.764972849982755e-12  5.000000000000000e-01
5.4400  3.660473984987650e-07  -8.127856126245140e-07  3.303102260447033e-13    2.644870364339580e-12  5.000000000000000e-01
5.4500  3.580091151875276e-07  -7.949371016055357e-07  3.159624977545049e-13    2.529984786000850e-12  5.000000000000000e-01
5.4600  3.501473499962296e-07  -7.774805381563057e-07  3.022379936059094e-13    2.420089507484819e-12  5.000000000000000e-01
5.4700  3.424582266436477e-07  -7.604073152340704e-07  2.891096425307434e-13    2.314967764488426e-12  5.000000000000000e-01
5.4800  3.349379539704493e-07  -7.437090148039704e-07  2.765515493503461e-13    2.214412208327859e-12  5.000000000000000e-01
5.4900  3.275828240699434e-07  -7.273774036884885e-07  2.645389436983032e-13    2.118224496951081e-12  5.000000000000000e-01
5.5000  3.203892104598788e-07  -7.114044295080418e-07  2.530481311618312e-13    2.026214903715590e-12  5.000000000000000e-01
5.5100  3.133535662943901e-07  -6.957822167107170e-07  2.420564465454396e-13    1.938201943159755e-12  5.000000000000000e-01
5.5200  3.064724226152077e-07  -6.805030626891911e-07  2.315422091646846e-13    1.854012013029566e-12  5.000000000000000e-01
5.5300  2.997423866412717e-07  -6.655594339829242e-07  2.214846800818352e-13    1.773479051854721e-12  5.000000000000000e-01
5.5400  2.931601400959048e-07  -6.509439625637505e-07  2.118640211990987e-13    1.696444211398626e-12  5.000000000000000e-01
5.5500  2.867224375707196e-07  -6.366494422030364e-07  2.026612561287187e-13    1.622755543336217e-12  5.000000000000000e-01
5.5600  2.804261049254547e-07  -6.226688249186151e-07  1.938582327627645e-13    1.552267699541606e-12  5.000000000000000e-01
5.5700  2.742680377229495e-07  -6.089952174997441e-07  1.854375874687803e-13    1.484841645394375e-12  5.000000000000000e-01
5.5800  2.682451996984862e-07  -5.956218781083751e-07  1.773827108406740e-13    1.420344385539010e-12  5.000000000000000e-01
5.5900  2.623546212627452e-07  -5.825422129550587e-07  1.696777149372885e-13    1.358648701556570e-12  5.000000000000000e-01
5.6000  2.565933980376348e-07  -5.697497730478433e-07  1.623074019440345e-13    1.299632901031139e-12  5.000000000000000e-01
5.6100  2.509586894242730e-07  -5.572382510125700e-07  1.552572341957740e-13    1.243180577516111e-12  5.000000000000000e-01
5.6200  2.454477172024175e-07  -5.450014779829900e-07  1.485133055018218e-13    1.189180380926862e-12  5.000000000000000e-01
5.6300  2.400577641606499e-07  -5.330334205591775e-07  1.420623137165085e-13    1.137525797906887e-12  5.000000000000000e-01
5.6400  2.347861727566420e-07  -5.213281778327302e-07  1.358915345011974e-13    1.088114941734210e-12  5.000000000000000e-01
5.6500  2.296303438068417e-07  -5.098799784772993e-07  1.299887962260056e-13    1.040850351353667e-12  5.000000000000000e-01
5.6600  2.245877352049328e-07  -4.986831779030096e-07  1.243424559617224e-13    9.956387991386325e-13  5.000000000000000e-01
5.6700  2.196558606684374e-07  -4.877322554733665e-07  1.189413765145686e-13    9.523911070030362e-13  5.000000000000000e-01
5.6800  2.148322885128425e-07  -4.770218117832796e-07  1.137749044585013e-13    9.110219705009423e-13  5.000000000000000e-01
5.6900  2.101146404526458e-07  -4.665465659968607e-07  1.088328491217315e-13    8.714497905667383e-13  5.000000000000000e-01
5.7000  2.055005904287311e-07  -4.563013532436812e-07  1.041054624860074e-13    8.335965125640472e-13  5.000000000000000e-01
5.7100  2.009878634614931e-07  -4.462811220722087e-07  9.958341995901482e-14    7.973874723258952e-13  5.000000000000000e-01
5.7200  1.965742345291480e-07  -4.364809319591640e-07  9.525780198197016e-14    7.627512488824476e-13  5.000000000000000e-01
5.7300  1.922575274706760e-07  -4.268959508735723e-07  9.112007643612571e-14    7.296195235858360e-13  5.000000000000000e-01
5.7400  1.880356139128543e-07  -4.175214528943073e-07  8.716208181348662e-14    6.979269453541929e-13  5.000000000000000e-01
5.7500  1.839064122208524e-07  -4.083528158799527e-07  8.337601111854329e-14    6.676110017691012e-13  5.000000000000000e-01
5.7600  1.798678864718723e-07  -3.993855191898338e-07  7.975439646926656e-14    6.386118957722014e-13  5.000000000000000e-01
5.7700  1.759180454513267e-07  -3.906151414550925e-07  7.629009436699097e-14    6.108724277177425e-13  5.000000000000000e-01
5.7800  1.720549416710613e-07  -3.820373583987113e-07  7.297627160613268e-14    5.843378825484330e-13  5.000000000000000e-01
5.7900  1.682766704091359e-07  -3.736479407034071e-07  6.980639179594843e-14    5.589559218720472e-13  5.000000000000000e-01
5.8000  1.645813687706927e-07  -3.654427519263460e-07  6.677420246775043e-14    5.346764807259167e-13  5.000000000000000e-01
5.8100  1.609672147694465e-07  -3.574177464596505e-07  6.387372274214750e-14    5.114516688256740e-13  5.000000000000000e-01
5.8200  1.574324264293458e-07  -3.495689675356926e-07  6.109923153198507e-14    4.892356761034680e-13  5.000000000000000e-01
5.8300  1.539752609059610e-07  -3.418925452761908e-07  5.844525625771608e-14    4.679846823493298e-13  5.000000000000000e-01
5.8400  1.505940136271664e-07  -3.343846947841476e-07  5.590656205294378e-14    4.476567707774543e-13  5.000000000000000e-01
5.8500  1.472870174526926e-07  -3.270417142776881e-07  5.347814143884450e-14    4.282118453469191e-13  5.000000000000000e-01
5.8600  1.440526418521352e-07  -3.198599832648786e-07  5.115520444710422e-14    4.096115516737508e-13  5.000000000000000e-01
5.8700  1.408892921010138e-07  -3.128359607586254e-07  4.893316917188611e-14    3.918192013783466e-13  5.000000000000000e-01
5.8800  1.377954084944855e-07  -3.059661835307741e-07  4.680765273219368e-14    3.747996997190239e-13  5.000000000000000e-01
5.8900  1.347694655783249e-07  -2.992472644045487e-07  4.477446262680293e-14    3.585194763689642e-13  5.000000000000000e-01
5.9000  1.318099713967912e-07  -2.926758905844867e-07  4.282958846471123e-14    3.429464192000048e-13  5.000000000000000e-01
5.9100  1.289154667570128e-07  -2.862488220230507e-07  4.096919405479208e-14    3.280498109426746e-13  5.000000000000000e-01
5.9200  1.260845245095246e-07  -2.799628898231064e-07  3.918960983905240e-14    3.138002685975354e-13  5.000000000000000e-01
5.9300  1.233157488446057e-07  -2.738149946754825e-07  3.748732565456726e-14    3.001696854783213e-13  5.000000000000000e-01
5.9400  1.206077746040684e-07  -2.678021053308422e-07  3.585898380981576e-14    2.871311757725562e-13  5.000000000000000e-01
5.9500  1.179592666081602e-07  -2.619212571051104e-07  3.430137246176069e-14    2.746590215103013e-13  5.000000000000000e-01
5.9600  1.153689189972472e-07  -2.561695504177224e-07  3.281141928060901e-14    2.627286218364256e-13  5.000000000000000e-01
5.9700  1.128354545879538e-07  -2.505441493619710e-07  3.138618538975683e-14    2.513164444863452e-13  5.000000000000000e-01
5.9800  1.103576242434409e-07  -2.450422803067500e-07  3.002285956896592e-14    2.403999793695166e-13  5.000000000000000e-01
5.9900  1.079342062575135e-07  -2.396612305290011e-07  2.871875270933751e-14    2.299576941691295e-13  5.000000000000000e-01
6.0000  1.055640057522520e-07  -2.343983468761936e-07  2.747129250914618e-14    2.199689918704224e-13  5.000000000000000e-01
6.0100  1.032458540888724e-07  -2.292510344581738e-07  2.627801840007139e-14    2.104141701338453e-13  5.000000000000000e-01
6.0200  1.009786082915229e-07  -2.242167553677426e-07  2.513657669381906e-14    2.012743824329359e-13  5.000000000000000e-01
6.0300  9.876115048373444e-08  -2.192930274293280e-07  2.404471593956001e-14    1.925316008802558e-13  5.000000000000000e-01
6.0400  9.659238733724622e-08  -2.144774229751364e-07  2.300028248302779e-14    1.841685806680600e-13  5.000000000000000e-01
6.0500  9.447124953293482e-08  -2.097675676481792e-07  2.200121621851671e-14    1.761688260535626e-13  5.000000000000000e-01
6.0600  9.239669123358140e-08  -2.051611392315846e-07  2.104554652540082e-14    1.685165578217045e-13  5.000000000000000e-01
6.0700  9.036768956821657e-08  -2.006558665036177e-07  2.013138838115883e-14    1.611966821612456e-13  5.000000000000000e-01
6.0800  8.838324412778890e-08  -1.962495281178434e-07  1.925693864323811e-14    1.541947608927892e-13  5.000000000000000e-01
6.0900  8.644237647190846e-08  -1.919399515078810e-07  1.842047249242385e-14    1.474969829900172e-13  5.000000000000000e-01
6.1000  8.454412964642202e-08  -1.877250118162096e-07  1.762034003069801e-14    1.410901373379593e-13  5.000000000000000e-01
6.1100  8.268756771158225e-08  -1.836026308464971e-07  1.685496302687754e-14    1.349615866745661e-13  5.000000000000000e-01
6.1200  8.087177528057805e-08  -1.795707760389354e-07  1.612283180361274e-14    1.290992426641851e-13  5.000000000000000e-01
6.1300  7.909585706819876e-08  -1.756274594680771e-07  1.542250225960553e-14    1.234915420537734e-13  5.000000000000000e-01
6.1400  7.735893744940937e-08  -1.717707368626792e-07  1.475259302117389e-14    1.181274238648157e-13  5.000000000000000e-01
6.1500  7.566016002761940e-08  -1.679987066470707e-07  1.411178271754425e-14    1.129963075759603e-13  5.000000000000000e-01
6.1600  7.399868721243256e-08  -1.643095090035715e-07  1.349880737449738e-14    1.080880722533392e-13  5.000000000000000e-01
6.1700  7.237369980666852e-08  -1.607013249555008e-07  1.291245792122673e-14    1.033930365874063e-13  5.000000000000000e-01
6.1800  7.078439660245406e-08  -1.571723754703212e-07  1.235157780549181e-14    9.890193979691857e-14  5.000000000000000e-01
6.1900  6.922999398618347e-08  -1.537209205824785e-07  1.181506071236234e-14    9.460592336239344e-14  5.000000000000000e-01
6.2000  6.770972555215419e-08  -1.503452585355036e-07  1.130184838205370e-14    9.049651355301244e-14  5.000000000000000e-01
6.2100  6.622284172468672e-08  -1.470437249429524e-07  1.081092852254932e-14    8.656560471250575e-14  5.000000000000000e-01
6.2200  6.476860938854279e-08  -1.438146919677731e-07  1.034133281289273e-14    8.280544327105026e-14  5.000000000000000e-01
6.2300  6.334631152745924e-08  -1.406565675196924e-07  9.892134993210888e-15    7.920861245164446e-14  5.000000000000000e-01
6.2400  6.195524687061988e-08  -1.375677944702281e-07  9.462449037701462e-15    7.576801764079531e-14  5.000000000000000e-01
6.2500  6.059472954689033e-08  -1.345468498849396e-07  9.051427406980236e-15    7.247687239465942e-14  5.000000000000000e-01
6.2600  5.926408874664610e-08  -1.315922442725374e-07  8.658259376341579e-15    6.932868505303827e-14  5.000000000000000e-01
6.2700  5.796266839102658e-08  -1.287025208504823e-07  8.282169436634418e-15    6.631724593482245e-14  5.000000000000000e-01
6.2800  5.668982680845227e-08  -1.258762548267119e-07  7.922415764599651e-15    6.343661508962931e-14  5.000000000000000e-01
6.2900  5.544493641824543e-08  -1.231120526971397e-07  7.578288759651647e-15    6.068111058147423e-14  5.000000000000000e-01
6.3000  5.422738342119849e-08  -1.204085515585816e-07  7.249109644217806e-15    5.804529728136573e-14  5.000000000000000e-01
6.3100  5.303656749693736e-08  -1.177644184367698e-07  6.934229124875308e-15    5.552397614671788e-14  5.000000000000000e-01
6.3200  5.187190150793051e-08  -1.151783496291231e-07  6.633026111644266e-15    5.311217396643435e-14  5.000000000000000e-01
6.3300  5.073281120999809e-08  -1.126490700619504e-07  6.344906492911110e-15    5.080513355143671e-14  5.000000000000000e-01
6.3400  4.961873496917799e-08  -1.101753326617694e-07  6.069301963565770e-15    4.859830435128779e-14  5.000000000000000e-01
6.3500  4.852912348480952e-08  -1.077559177404306e-07  5.805668904041226e-15    4.648733347840215e-14  5.000000000000000e-01
6.3600  4.746343951869813e-08  -1.053896323937452e-07  5.553487308044369e-15    4.446805712213917e-14  5.000000000000000e-01
6.3700  4.642115763022743e-08  -1.030753099133166e-07  5.312259756863129e-15    4.253649233584302e-14  5.000000000000000e-01
6.3800  4.540176391728826e-08  -1.008118092112903e-07  5.081510438226801e-15    4.068882918063031e-14  5.000000000000000e-01
6.3900  4.440475576289673e-08  -9.859801425773459e-08  4.860784207784217e-15    3.892142321042895e-14  5.000000000000000e-01
6.4000  4.342964158737643e-08  -9.643283353037650e-08  4.649645691348653e-15    3.723078828344525e-14  5.000000000000000e-01
6.4100  4.247594060598287e-08  -9.431519947642166e-08  4.447678426138605e-15    3.561358968588053e-14  5.000000000000000e-01
6.4200  4.154318259185006e-08  -9.224406798619224e-08  4.254484039320628e-15    3.406663755433352e-14  5.000000000000000e-01
6.4300  4.063090764414301e-08  -9.021841787832356e-08  4.069681462233906e-15    3.258688058391475e-14  5.000000000000000e-01
6.4400  3.973866596130136e-08  -8.823725039626585e-08  3.892906178746660e-15    3.117140000966249e-14  5.000000000000000e-01
6.4500  3.886601761926256e-08  -8.629958871584230e-08  3.723809506261768e-15    2.981740384938864e-14  5.000000000000000e-01
6.4600  3.801253235455514e-08  -8.440447746362136e-08  3.562057907953482e-15    2.852222139659880e-14  5.000000000000000e-01
6.4700  3.717778935215534e-08  -8.255098224586518e-08  3.407332334878574e-15    2.728329795262435e-14  5.000000000000000e-01
6.4800  3.636137703800215e-08  -8.073818918782236e-08  3.259327596664297e-15    2.609818978757529e-14  5.000000000000000e-01
6.4900  3.556289287606875e-08  -7.896520448313747e-08  3.117751759531857e-15    2.496455932017497e-14  5.000000000000000e-01
6.5000  3.478194316989021e-08  -7.723115395315564e-08  2.982325570468014e-15    2.388017050696900e-14  5.000000000000000e-01
6.5100  3.401814286844952e-08  -7.553518261590445e-08  2.852781906409017e-15    2.284288443181361e-14  5.000000000000000e-01
6.5200  3.327111537632634e-08  -7.387645426454112e-08  2.728865247350418e-15    2.185065508694403e-14  5.000000000000000e-01
6.5300  3.254049236801481e-08  -7.225415105505646e-08  2.610331172343459e-15    2.090152533730109e-14  5.000000000000000e-01
6.5400  3.182591360631887e-08  -7.066747310303314e-08  2.496945877383956e-15    1.999362306015600e-14  5.000000000000000e-01
6.5500  3.112702676473565e-08  -6.911563808925870e-08  2.388485714242694e-15    1.912515745241869e-14  5.000000000000000e-01
6.5600  3.044348725373905e-08  -6.759788087399934e-08  2.284736749327703e-15    1.829441549834599e-14  5.000000000000000e-01
6.5700  2.977495805087839e-08  -6.611345311974411e-08  2.185494341708302e-15    1.749975859068266e-14  5.000000000000000e-01
6.5800  2.912110953460768e-08  -6.466162292223346e-08  2.090562739468554e-15    1.673961929857004e-14  5.000000000000000e-01
6.5900  2.848161932176427e-08  -6.324167444959033e-08  1.999754693593983e-15    1.601249827584779e-14  5.000000000000000e-01
6.6000  2.785617210861620e-08  -6.185290758937571e-08  1.912891088629926e-15    1.531696130364991e-14  5.000000000000000e-01
6.6100  2.724445951540021e-08  -6.049463760339502e-08  1.829800589383047e-15    1.465163646146198e-14  5.000000000000000e-01
6.6200  2.664617993427360e-08  -5.916619479008440e-08  1.750319302969105e-15    1.401521142105960e-14  5.000000000000000e-01
6.6300  2.606103838060504e-08  -5.786692415431136e-08  1.674290455540412e-15    1.340643085799028e-14  5.000000000000000e-01
6.6400  2.548874634753095e-08  -5.659618508442611e-08  1.601564083055308e-15    1.282409397549321e-14  5.000000000000000e-01
6.6500  2.492902166370585e-08  -5.535335103640491e-08  1.531996735479734e-15    1.226705213597279e-14  5.000000000000000e-01
6.6600  2.438158835417635e-08  -5.413780922492963e-08  1.465451193837438e-15    1.173420659535421e-14  5.000000000000000e-01
6.6700  2.384617650431041e-08  -5.294896032125090e-08  1.401796199550701e-15    1.122450633585207e-14  5.000000000000000e-01
6.6800  2.332252212671464e-08  -5.178621815768620e-08  1.340906195537734e-15    1.073694599287734e-14  5.000000000000000e-01
6.6900  2.281036703107401e-08  -5.064900943860707e-08  1.282661078556054e-15    1.027056387199353e-14  5.000000000000000e-01
6.7000  2.230945869684991e-08  -4.953677345777290e-08  1.226945962303357e-15    9.824440052010595e-15  5.000000000000000e-01
6.7100  2.181955014877363e-08  -4.844896182187212e-08  1.173650950808611e-15    9.397694570474965e-15  5.000000000000000e-01
6.7200  2.134039983507406e-08  -4.738503818013411e-08  1.122670921666384e-15    8.989485687976732e-15  5.000000000000000e-01
6.7300  2.087177150837940e-08  -4.634447795987890e-08  1.073905318686850e-15    8.599008227850322e-15  5.000000000000000e-01
